,WDPAID,0-5,5-10,10-15,15-20,20-65
0,24,0.15211521152115212,0.6156615661566157,0.23222322232223222,0.0,0.0
1,42,0.00031955402972689005,0.0186947472678967,0.16367858553005815,0.4003075080139466,0.41699960515837164
2,48,0.04852203011712214,0.437813720022309,0.39821528165086445,0.11266034578918015,0.002788622420524261
3,57,0.009538297973489842,0.1135217366876564,0.182895891227964,0.30188043201099474,0.39216364209989496
4,61,0.02073097414847524,0.25764454671725023,0.5443746501648112,0.17482430499409168,0.0024255239753716027
5,68,0.0405040504050405,0.42034203420342037,0.40864086408640865,0.13051305130513052,0.0
6,125,0.0908434894162925,0.2774815586914689,0.5703175112251443,0.061237171263630534,0.00012026940346375882
7,140,0.06455033611513127,0.22739507391827735,0.3389528356755441,0.20294591048652158,0.16615584380452572
8,142,0.08196721311475409,0.39344262295081966,0.5245901639344263,0.0,0.0
9,150,0.2202433553123513,0.34464006525729046,0.28813472911426824,0.1468458976276256,0.00013595268846441439
10,164,0.0037735849056603774,0.02830188679245283,0.23773584905660378,0.5226415094339623,0.20754716981132076
11,166,0.017868145409735057,0.25200246457178066,0.4867529266789895,0.17683302526186076,0.066543438077634
12,180,0.9395248380129589,0.058315334773218146,0.0021598272138228943,0.0,0.0
13,181,0.07404110697523872,0.3306360252468037,0.4001456546366726,0.195177213141285,0.0
14,187,0.025033576256632686,0.3366212378079658,0.5516634007794095,0.07985644774213435,0.006825337413857636
15,191,0.02973442839158324,0.3581120236596527,0.5327818076454249,0.07311711927742141,0.006254621025917711
16,201,0.019957261695794856,0.20445699458139358,0.4938945279706937,0.28169121575211786,0.0
17,203,0.1625,0.075,0.7125,0.05,0.0
18,219,0.08681135225375626,0.46243739565943237,0.39965915414579856,0.0510920979410128,0.0
19,280,0.048484931657243234,0.1964373936433002,0.4088351539770544,0.29027831146731076,0.0559642092550914
20,281,0.04172426150616905,0.11984846157784262,0.38396559668253727,0.3399034113210123,0.11455826891243878
21,282,0.16630669546436286,0.1857451403887689,0.24874010079193665,0.39092872570194387,0.00827933765298776
22,308,0.5529157667386609,0.4265658747300216,0.011879049676025918,0.00755939524838013,0.0010799136069114472
23,310,0.5684062059238364,0.41984015044663847,0.011440213132737815,0.0003134304967873374,0.0
24,323,0.007168458781362007,0.6379928315412187,0.3548387096774194,0.0,0.0
25,324,0.0,0.12672811059907835,0.4631336405529954,0.41013824884792627,0.0
26,328,0.011398963730569948,0.10569948186528498,0.16269430051813472,0.43419689119170984,0.2860103626943005
27,331,0.040218723484491375,0.22945224851513152,0.5520882436127086,0.17465824455548223,0.003582539832186292
28,336,0.4368347338935574,0.5343137254901961,0.0288515406162465,0.0,0.0
29,340,0.3380690345172586,0.528064032016008,0.1262631315657829,0.007503751875937969,0.00010005002501250626
30,342,0.0,0.35,0.65,0.0,0.0
31,348,0.6655450874831763,0.33378196500672946,0.0006729475100942127,0.0,0.0
32,363,0.3488372093023256,0.6265389876880985,0.024623803009575923,0.0,0.0
33,371,0.0,0.0,0.0,0.0,0.0
34,372,1.0,0.0,0.0,0.0,0.0
35,375,0.2317596566523605,0.5836909871244635,0.1459227467811159,0.03862660944206009,0.0
36,393,0.014489207561621685,0.27211412644546334,0.5985681003393581,0.11482856565355688,0.0
37,404,0.026703209005376344,0.5015330981182796,0.46721690188172044,0.004546790994623656,0.0
38,405,0.009602954755309326,0.35660203139427515,0.5592797783933517,0.0745152354570637,0.0
39,406,0.11842105263157894,0.6090225563909775,0.24906015037593984,0.023496240601503758,0.0
40,409,0.0008514213059667605,0.2765189356098447,0.6508491508491508,0.07178049223503769,0.0
41,410,0.013194062671797692,0.2811068352574675,0.6415612974161627,0.06413780465457211,0.0
