,WDPAID,0-700,700-1400,1400-2100,2100-2800,2800-3500,3500-
149,3701,0.0,0.020569620253164556,0.9746835443037974,0.004746835443037975,0.0,0.0
150,3705,0.07014613778705636,0.33653444676409183,0.5419624217118998,0.05093945720250522,0.0004175365344467641,0.0
151,3849,0.00019237029802598478,0.28291751753529254,0.7158246766699221,0.0010654354967593004,0.0,0.0
152,3852,4.3700563737272214e-05,0.2904339465979111,0.7086483415636061,0.0008740112747454442,0.0,0.0
153,3961,7.739838237380839e-05,0.16005985474903575,0.8225255092168574,0.017324337921337443,1.289973039563473e-05,0.0
154,4005,0.0,0.6842105263157895,0.3157894736842105,0.0,0.0,0.0
155,4011,0.0008891523414344991,0.25400118553645523,0.7308832246591582,0.014226437462951986,0.0,0.0
156,4200,0.0017985993584523547,0.8444353176935442,0.15376608294800348,0.0,0.0,0.0
157,4202,0.0030347844840866375,0.9602088917644884,0.036756323751424964,0.0,0.0,0.0
158,4227,0.0,0.0,0.0,0.0,0.0,0.0
159,4241,0.0,0.9927536231884058,0.007246376811594203,0.0,0.0,0.0
160,4470,0.13465295794497292,0.86105505909484,0.004291982960187054,0.0,0.0,0.0
161,4476,0.050049197775055725,0.9486535874214341,0.0012972148035101105,0.0,0.0,0.0
162,4477,0.49462912761488853,0.5050979339951703,0.00027293838994106384,0.0,0.0,0.0
163,4478,0.890500527633512,0.10874308271316278,0.0007563896533252407,0.0,0.0,0.0
164,4480,0.3769338959212377,0.6230661040787623,0.0,0.0,0.0,0.0
165,4646,0.008117308195862791,0.5731866980885049,0.4186959937156324,0.0,0.0,0.0
166,4649,0.06459946102748074,0.7581661202560978,0.1772344187164215,0.0,0.0,0.0
167,4652,0.33528760040624134,0.6645969901209491,0.0001154094728095282,0.0,0.0,0.0
168,4721,0.0,0.22580645161290322,0.7741935483870968,0.0,0.0,0.0
169,4727,0.003745318352059925,0.9700374531835206,0.026217228464419477,0.0,0.0,0.0
170,5002,0.011747991913010219,0.8725206272881263,0.11573138079886346,0.0,0.0,0.0
171,5004,0.009708737864077669,0.8041119360365505,0.1861793260993718,0.0,0.0,0.0
172,5022,0.0614736230199099,0.9347478564162186,0.0037785205638715303,0.0,0.0,0.0
173,5024,0.8823529411764706,0.11764705882352941,0.0,0.0,0.0,0.0
174,5407,0.06597335066623335,0.8849528761780956,0.04907377315567111,0.0,0.0,0.0
175,6673,0.014438138479001135,0.7851986379114643,0.20018161180476732,0.00018161180476730987,0.0,0.0
176,6674,0.2602040816326531,0.6836734693877551,0.05612244897959184,0.0,0.0,0.0
177,6711,0.008771929824561403,0.9912280701754386,0.0,0.0,0.0,0.0
178,6717,0.12197682432324139,0.8775223182087735,0.0004968506082413092,4.006859743881525e-06,0.0,0.0
179,6722,0.39921120237362956,0.6007887976263705,0.0,0.0,0.0,0.0
180,6743,0.4725108225108225,0.5272727272727272,0.00021645021645021645,0.0,0.0,0.0
181,6746,0.39404951169657054,0.6059504883034295,0.0,0.0,0.0,0.0
182,6937,0.01834862385321101,0.9678899082568807,0.013761467889908258,0.0,0.0,0.0
183,6949,0.020485175202156335,0.8598382749326146,0.1196765498652291,0.0,0.0,0.0
184,7205,0.08333333333333333,0.9166666666666666,0.0,0.0,0.0,0.0
185,7217,0.0,0.7254901960784313,0.27450980392156865,0.0,0.0,0.0
186,7236,0.0,0.6869565217391305,0.3130434782608696,0.0,0.0,0.0
187,7289,0.0,0.903954802259887,0.096045197740113,0.0,0.0,0.0
188,7327,0.21256038647342995,0.7777777777777778,0.00966183574879227,0.0,0.0,0.0
189,7422,1.0,0.0,0.0,0.0,0.0,0.0
190,7423,0.0,0.032246506628448586,0.9627373701182372,0.005016123253314225,0.0,0.0
191,7434,0.10632456973920389,0.661281807623271,0.2289093020800338,0.003484320557491289,0.0,0.0
192,7844,0.0,0.3743163864695159,0.6254810613733036,0.00020255215718047398,0.0,0.0
193,7877,0.0059665871121718375,0.7673031026252983,0.22673031026252982,0.0,0.0,0.0
194,7906,0.003945507707327875,0.7974807128083057,0.19855364934300251,2.013014136391773e-05,0.0,0.0
195,7941,0.39923408329344184,0.6007659167065582,0.0,0.0,0.0,0.0
196,8033,3.746328597973985e-05,0.784413774500989,0.21554876221303124,0.0,0.0,0.0
197,8035,0.0,0.05161290322580645,0.806158357771261,0.14222873900293256,0.0,0.0
198,8043,0.0010795250089960418,0.6189276718243972,0.3799928031666067,0.0,0.0,0.0
199,8072,0.10093896713615023,0.4647887323943662,0.426056338028169,0.008215962441314555,0.0,0.0
200,8074,7.318382149652783e-05,0.1852607783505993,0.8000130104571549,0.014506659727756183,0.00010570996438387354,4.0657678609182133e-05
201,8102,0.01059001512859304,0.47470163052613884,0.4975626155656413,0.01714573877962683,0.0,0.0
202,8113,0.0004381267646772466,0.15297926199980527,0.8364326745204946,0.01014993671502288,0.0,0.0
203,8114,0.0,0.0676851262465521,0.93019308296202,0.0021217907914279654,0.0,0.0
204,8115,0.0,0.3054989816700611,0.6945010183299389,0.0,0.0,0.0
205,8116,0.001585264588208651,0.19453461161017588,0.8006341058352835,0.0032460179663319996,0.0,0.0
206,8121,0.0004362367311327614,0.20683437545441327,0.7920314090446415,0.0006979787698124182,0.0,0.0
207,8613,0.0,0.42641509433962266,0.5056603773584906,0.06792452830188679,0.0,0.0
208,8654,0.0008255537147089923,0.18271878587059162,0.6592102956726283,0.15517582597780052,0.001996030556796399,7.350820747408835e-05
209,8684,0.00041350507577480515,0.2048710897926272,0.769801724316166,0.02470692827754461,0.00020675253788740258,0.0
210,8685,0.0002561857508836787,0.25575120796445827,0.7346337192333885,0.009355644193663457,3.2428576061225153e-06,0.0
211,8704,0.0018103795091859998,0.09299986589781413,0.8180903848732735,0.08709936971972643,0.0,0.0
212,8714,0.7604267701260912,0.23957322987390883,0.0,0.0,0.0,0.0
213,8745,0.0,0.38738738738738737,0.5855855855855856,0.02702702702702703,0.0,0.0
214,8778,0.0,0.9129464285714286,0.08705357142857142,0.0,0.0,0.0
215,8779,0.0,1.0,0.0,0.0,0.0,0.0
216,8780,0.0,1.0,0.0,0.0,0.0,0.0
217,8783,0.14285714285714285,0.8571428571428571,0.0,0.0,0.0,0.0
218,8784,0.004901960784313725,0.25980392156862747,0.7076396596374399,0.027561968183499815,9.24898261191269e-05,0.0
219,8794,0.0,0.1166077738515901,0.7932862190812721,0.09010600706713781,0.0,0.0
220,8795,0.0,0.01948051948051948,0.7532467532467533,0.22727272727272727,0.0,0.0
221,8835,0.0,0.25688073394495414,0.6636085626911316,0.07951070336391437,0.0,0.0
222,8846,0.0,0.17388724035608308,0.8249258160237388,0.0011869436201780415,0.0,0.0
223,8874,0.0,0.4666666666666667,0.5260034904013962,0.007329842931937173,0.0,0.0
224,8885,0.2222222222222222,0.7777777777777778,0.0,0.0,0.0,0.0
225,8916,0.0012973784377848067,0.7346807484050822,0.25611965903607997,0.007848603441805607,5.361067924730606e-05,0.0
226,8943,0.0024865529832092236,0.47893627880802503,0.5030427556241902,0.015495151221682742,3.926136289277722e-05,0.0
227,8945,0.0002244109213315048,0.14913352449819225,0.8402692931055978,0.010372771474878443,0.0,0.0
228,8970,0.009098801875325578,0.4138565723215836,0.5024136134745616,0.06900503559645772,0.005591248480639,3.472825143254037e-05
229,8988,0.019962859795728878,0.919452181987001,0.060584958217270196,0.0,0.0,0.0
230,9014,0.255729794933655,0.744270205066345,0.0,0.0,0.0,0.0
231,9035,0.07836254114818811,0.9126975454508203,0.00893308382620098,6.829574790673533e-06,0.0,0.0
232,9041,0.0,0.6702819956616052,0.3297180043383948,0.0,0.0,0.0
233,9081,0.033766233766233764,0.412987012987013,0.5532467532467532,0.0,0.0,0.0
234,9154,0.5875542691751086,0.41244573082489144,0.0,0.0,0.0,0.0
235,9155,0.22259136212624583,0.7740863787375415,0.0033222591362126247,0.0,0.0,0.0
236,9156,0.31137724550898205,0.688622754491018,0.0,0.0,0.0,0.0
237,9281,0.7282608695652174,0.2717391304347826,0.0,0.0,0.0,0.0
238,9299,0.006907856222924716,0.6723451586465286,0.31875658587987354,0.0019903992506732234,0.0,0.0
239,9465,0.0,0.9724770642201835,0.027522935779816515,0.0,0.0,0.0
240,9480,0.0,1.0,0.0,0.0,0.0,0.0
241,9484,0.07692307692307693,0.9230769230769231,0.0,0.0,0.0,0.0
242,9712,1.0,0.0,0.0,0.0,0.0,0.0
243,9719,0.0,0.06060606060606061,0.9385026737967914,0.00089126559714795,0.0,0.0
244,9799,0.0106544901065449,0.2176560121765601,0.7275494672754946,0.0441400304414003,0.0,0.0
245,9800,0.030821917808219176,0.7876712328767124,0.1815068493150685,0.0,0.0,0.0
246,9805,0.03007518796992481,0.5639097744360902,0.40601503759398494,0.0,0.0,0.0
247,9821,0.0,0.02953020134228188,0.938255033557047,0.032214765100671144,0.0,0.0
248,9845,0.0,0.38571428571428573,0.5,0.11428571428571428,0.0,0.0
249,9861,0.0,0.06077348066298342,0.9318600368324125,0.007366482504604052,0.0,0.0
250,9876,0.005813953488372093,0.27906976744186046,0.7034883720930233,0.011627906976744186,0.0,0.0
251,9991,0.1527777777777778,0.6143518518518518,0.23287037037037037,0.0,0.0,0.0
252,10072,0.0,0.7077113245222022,0.29219359132832556,9.508414947228297e-05,0.0,0.0
253,10075,0.0,0.0,0.8095238095238095,0.19047619047619047,0.0,0.0
254,10098,0.0,0.41228070175438597,0.5877192982456141,0.0,0.0,0.0
255,10290,8.682251307764103e-05,0.1809164116255345,0.7760847387727637,0.04286861583208526,4.3411256538820516e-05,0.0
256,10339,1.0,0.0,0.0,0.0,0.0,0.0
257,10340,0.0,0.3333333333333333,0.6666666666666666,0.0,0.0,0.0
258,10341,0.2647058823529412,0.7330316742081447,0.0022624434389140274,0.0,0.0,0.0
259,10387,0.4857142857142857,0.5142857142857142,0.0,0.0,0.0,0.0
260,10398,0.010416666666666666,0.98125,0.008333333333333333,0.0,0.0,0.0
261,10466,0.4943820224719101,0.5056179775280899,0.0,0.0,0.0,0.0
262,10542,0.0586269744835966,0.554678007290401,0.3459902794653706,0.04070473876063183,0.0,0.0
263,10565,0.0,0.2736077481840194,0.7263922518159807,0.0,0.0,0.0
264,10574,0.0007176175098672408,0.48188015787585214,0.514172945819878,0.0032292787944025836,0.0,0.0
265,10623,0.009216589861751152,0.9907834101382489,0.0,0.0,0.0,0.0
266,10628,0.008333333333333333,0.9666666666666667,0.025,0.0,0.0,0.0
267,10708,0.2074750075734626,0.6119547106937292,0.1669569827325053,0.013575431687367464,3.78673129354741e-05,0.0
268,10767,0.034972677595628415,0.9573770491803278,0.007650273224043716,0.0,0.0,0.0
269,10778,0.12265363846747236,0.8614039598868604,0.015942401645667268,0.0,0.0,0.0
270,10779,0.026300327787741974,0.7042179479250418,0.2678737089492238,0.0016080153379924547,0.0,0.0
271,10786,0.002437821563479713,0.6997210958075271,0.2975157634743257,0.00032531915466750105,0.0,0.0
272,10821,0.00357368600184762,0.9894491175183546,0.006977196479797734,0.0,0.0,0.0
273,10822,0.08041843739784243,0.9195815626021576,0.0,0.0,0.0,0.0
274,10914,0.00758545956063442,0.8071454372311431,0.1852691032082225,0.0,0.0,0.0
275,11753,0.3149499406075004,0.5318174104870185,0.10164602070252843,0.051247242491091125,0.00033938571186153065,0.0
276,11841,0.3333333333333333,0.6666666666666666,0.0,0.0,0.0,0.0
277,11844,0.0,1.0,0.0,0.0,0.0,0.0
278,11875,0.0,0.0,0.951048951048951,0.04895104895104895,0.0,0.0
279,11882,0.0,0.2,0.8,0.0,0.0,0.0
280,11884,0.0003746596284179328,0.1051288226990212,0.8397962119235427,0.05469584551534655,4.460233671642058e-06,0.0
281,11885,9.409993413004611e-05,0.2769361061447257,0.722499294250494,0.00047049967065023054,0.0,0.0
282,11967,0.9106463878326996,0.08935361216730038,0.0,0.0,0.0,0.0
283,12186,0.0,0.7075581395348837,0.2924418604651163,0.0,0.0,0.0
284,12215,0.016103840146496472,0.983842300856358,5.385899714547315e-05,0.0,0.0,0.0
285,12243,0.19897845880524095,0.7685987119697979,0.03242282922496114,0.0,0.0,0.0
286,12244,0.00847457627118644,0.8940677966101694,0.09745762711864407,0.0,0.0,0.0
287,12277,0.0,0.875,0.125,0.0,0.0,0.0
288,12422,0.028573279771932098,0.9205001943760529,0.050926525852015035,0.0,0.0,0.0
289,12438,0.4166666666666667,0.5833333333333334,0.0,0.0,0.0,0.0
290,12463,0.08971553610503283,0.9102844638949672,0.0,0.0,0.0,0.0
291,12464,0.007001500820215699,0.828690098076856,0.16178143869323933,0.002526962409689016,0.0,0.0
292,12465,0.004312627676477264,0.5133540137701446,0.472346220776273,0.009987137777105243,0.0,0.0
293,12492,0.0,0.76,0.24,0.0,0.0,0.0
294,12529,0.08125,0.896875,0.021875,0.0,0.0,0.0
295,12555,0.004953998584571833,0.8782731776362349,0.11677282377919321,0.0,0.0,0.0
296,12559,0.0,0.0017588860388420666,0.2804690362770246,0.6868449981678271,0.030780505679736166,0.00014657383657017223
297,12564,0.01324876673713883,0.6845665961945032,0.29950669485553205,0.002677942212825934,0.0,0.0
298,12591,0.032374950768018905,0.3816463174478141,0.5855061047656558,0.0004726270185112249,0.0,0.0
299,12652,0.31212145847729766,0.6878023251087354,7.621641396691191e-05,0.0,0.0,0.0
300,12658,0.08087291399229782,0.9191270860077022,0.0,0.0,0.0,0.0
301,12659,0.10667539267015706,0.893324607329843,0.0,0.0,0.0,0.0
302,12667,0.009619235968557552,0.8489053972863365,0.14106230911730835,0.0004130576277975267,0.0,0.0
303,12686,0.01590623691921306,0.6089019115389982,0.37519185154178875,0.0,0.0,0.0
304,12706,0.4092741935483871,0.5907258064516129,0.0,0.0,0.0,0.0
305,12709,0.01107011070110701,0.933579335793358,0.055350553505535055,0.0,0.0,0.0
306,12777,0.0,1.0,0.0,0.0,0.0,0.0
307,12779,0.7619047619047619,0.23809523809523808,0.0,0.0,0.0,0.0
308,12780,0.03571428571428571,0.6547619047619048,0.30952380952380953,0.0,0.0,0.0
309,12782,0.21052631578947367,0.7894736842105263,0.0,0.0,0.0,0.0
310,12790,0.0008290728202293769,0.7768412325549261,0.22053337018101424,0.0017963244438303164,0.0,0.0
311,12795,0.1875,0.8125,0.0,0.0,0.0,0.0
312,12804,0.0,0.9875,0.0125,0.0,0.0,0.0
313,12857,0.006622516556291391,0.4768211920529801,0.5099337748344371,0.006622516556291391,0.0,0.0
314,12879,0.06885245901639345,0.8426229508196721,0.08852459016393442,0.0,0.0,0.0
315,12884,0.09913793103448276,0.6885775862068966,0.21066810344827586,0.0016163793103448276,0.0,0.0
