,WDPAID,0-50,50-100,100-150,150-250,250-1500
0,24,0.0,0.05493895671476138,0.3357380688124306,0.30244173140954494,0.30688124306326303
1,42,0.0,0.0,0.0001785482917826704,0.39116770582825866,0.6086537458799587
2,48,0.0,0.0,0.000544069640914037,0.051686615886833515,0.9477693144722524
3,57,0.0,1.2267643171063083e-05,0.024397275356451708,0.5421194193724487,0.4334710376279285
4,61,9.545263640181741e-05,0.005517162384025047,0.02149593371768928,0.5562025123133901,0.41668893894849374
5,68,0.0,0.0008250825082508251,0.028052805280528052,0.7953795379537953,0.17574257425742573
6,125,5.99294031630739e-06,0.0005633363897328946,0.008683770518329408,0.3317631829704608,0.6589837171811606
7,140,0.0,0.0,4.488844100199978e-06,0.05082044848041405,0.9491750626754858
8,142,0.0,0.0,0.0,0.0,1.0
9,150,0.00016182539040375434,0.001410192687804145,0.012258273323084393,0.15261868158542646,0.8335510270132812
10,164,0.0,0.0,0.0,0.0033003300330033004,0.9966996699669967
11,166,0.0,0.0,0.0033879164313946925,0.7922077922077922,0.2044042913608131
12,180,8.98391878537418e-05,0.002156140508489803,0.03054532387027221,0.06567244632108525,0.901536250112299
13,181,0.0,0.0,0.0,7.794839816041781e-05,0.9999220516018396
14,187,0.00048048800869056573,0.021747305088994737,0.22442968162446728,0.7095972257040194,0.04374529957382803
15,191,0.00047163821720753893,0.024742866471964737,0.2319008834146607,0.6967729061984146,0.04611170569775246
16,201,0.0,3.462963604252519e-05,0.00266648197527444,0.03826574782699034,0.9590331405616926
17,203,0.0,0.0,0.0,0.0,1.0
18,219,0.0,3.2259105132423624e-05,0.021839414174650795,0.41475531468757054,0.5633730120326462
19,280,0.0,9.48307744829352e-06,8.534769703464168e-05,0.014537557728233966,0.9853676114972831
20,281,0.0,0.0,0.00025697452214419543,0.010036023155740577,0.9897070023221153
21,282,0.0,0.00031152647975077883,0.007476635514018692,0.028037383177570093,0.9641744548286605
22,308,0.0,0.034420289855072464,0.2928743961352657,0.5688405797101449,0.10386473429951691
23,310,9.056330374932077e-05,0.03939503713095454,0.27214272776670895,0.367868139829741,0.32050353196884623
24,323,0.0,0.0,0.0,0.0070921985815602835,0.9929078014184397
25,324,0.0,0.002036659877800407,0.020366598778004074,0.7270875763747454,0.2505091649694501
26,328,0.0,0.0,0.0,0.0,1.0
27,331,1.748588015177744e-05,0.00012240116106244207,0.0016436727342670793,0.06985609120635088,0.9283603490181678
28,336,0.001055223355610271,0.07553640520576856,0.3855082659162856,0.31428068941259235,0.22361941610974323
29,340,6.0727515637335276e-05,0.0014574603752960467,0.04487763405599077,0.3776644197485881,0.5759397583044877
30,342,0.0,0.0,0.0,0.0,1.0
31,348,0.0,0.03723094822571262,0.7440372309482257,0.21873182082606166,0.0
32,363,0.0,0.0,0.0012121212121212121,0.84,0.15878787878787878
33,371,0.0,0.0,0.0,0.0,0.0
34,372,0.0,0.06153846153846154,0.46923076923076923,0.46923076923076923,0.0
35,375,0.0,0.18374558303886926,0.08833922261484099,0.7279151943462897,0.0
36,393,0.009995744479644427,0.18161615206392737,0.4465932195375668,0.33453118350749445,0.027263700411366967
37,404,0.000591306879173262,0.028173498535378344,0.5249622473300221,0.4444717355311755,0.0018012117242508596
38,405,0.0,0.0,0.2678751258811682,0.7321248741188319,0.0
39,406,0.0,0.013287514318442153,0.815807560137457,0.1709049255441008,0.0
40,409,0.0,0.003001752848378615,0.6970530236634531,0.2998794916739702,6.573181419807186e-05
41,410,0.002182913059841927,0.23056078283778697,0.22717350395182537,0.5254798645088445,0.014602935641701167
42,431,0.0,0.20383851753805426,0.5790866975512905,0.2157511581733951,0.0013236267372600927
43,432,0.0,0.0,0.4072398190045249,0.5927601809954751,0.0
44,446,0.0,0.0,0.6153846153846154,0.38461538461538464,0.0
